"property name","property city","property state","zip code","property type","property subtype","year built","total units","occupancy %","monthly rent per unit","uw noi","most recent noi","appraised value","latitude","longitude","gross_rent_median","household_income_median","housing_units_occupancy_status_total_count","housing_units_occupied_count","state_name","cap_rate","cap_rate_rank_state","median_rent","rent_perc_diff","rent_affordability_ratio","rent_affordability_percentile","State Occupancy Rate"
"Ranch Three0five (f/k/a Rock Ridge)","Arlington","TX","76018","Multifamily","Garden","2003",226,"0.947","1621.22","2156713.09","2220056","44800000","32.67104","-97.10811","1339","76292",11890808,10747240,"Texas","0.04955482142857142857","65","1428.4425318633879781","0.13495640450101683838","0.25500235935615791957","0.7802197802197802","0.90382756159211384121"
"Memorial Fountain","Houston","TX","77079","Multifamily","Garden","1969",150,"0.973","1377.56","1342459.78","1374760.69","27810000","29.77925","-95.58151","1339","76292",11890808,10747240,"Texas","0.04943404135203164329","66","1428.4425318633879781","-0.03562098630388179527","0.21667697792691238924","0.5879120879120879","0.90382756159211384121"
"Cortland North Plano","Plano","TX","75025","Multifamily","Garden","1998",548,"0.953","2084","6447325.39","7557835.36","153300000","33.10595","-96.73366","1339","76292",11890808,10747240,"Texas","0.04930094820613176778","67","1428.4425318633879781","0.45893163603959924697","0.32779321554029256016","0.9505494505494505","0.90382756159211384121"
"Magnolia Ranch","McKinney","TX","75069","Multifamily","Garden","2001",576,"0.938","1425","6108407.48","5760424.26","116900000","33.16897","-96.63574","1339","76292",11890808,10747240,"Texas","0.04927651206159110351","68","1428.4425318633879781","-0.00240998975219341318","0.22413883500235935616","0.6318681318681318","0.90382756159211384121"
"Coles Crossing Apartment Homes","Cypress","TX","77429","Multifamily","Garden","2003",395,"0.947","1701.14","3982358.26","4022590","81850000","29.96024","-95.67068","1339","76292",11890808,10747240,"Texas","0.04914587660354306659","69","1428.4425318633879781","0.19090545265470434885","0.26757300896555340009","0.8296703296703297","0.90382756159211384121"
"The McKenzie","Dallas","TX","75205","Multifamily","High Rise","2016",183,"0.951","6712.13","8101788.42","8192504.71","167100000","32.82764","-96.78532","1339","76292",11890808,10747240,"Texas","0.04902755661280670257","70","1428.4425318633879781","3.6989149722699018","1.0557536832171132","1","0.90382756159211384121"
"Landings At Brooks City Base","San Antonio","TX","78235","Multifamily","Garden","2012",300,"0.937","1251","3231073","3155922","64500000","29.34747","-98.44646","1339","76292",11890808,10747240,"Texas","0.04892902325581395349","71","1428.4425318633879781","-0.12422098047718874378","0.19677030357049231898","0.4065934065934066","0.90382756159211384121"
"Biltmore Park Apartments","San Antonio","TX","78216","Multifamily","Garden","1984",264,"0.951","1061.42","1501232.64","1397420.18","28800000","29.55819","-98.50845","1339","76292",11890808,10747240,"Texas","0.04852153402777777778","72","1428.4425318633879781","-0.25693895531422675973","0.16695118754259948618","0.2087912087912088","0.90382756159211384121"
"Flint At 290","Houston","TX","77040","Multifamily","Garden","1984",192,"0.833","963.53","1159753.52","960426.22","19800000","29.85207","-95.52051","1339","76292",11890808,10747240,"Texas","0.04850637474747474747","73","1428.4425318633879781","-0.32546813854451292589","0.15155402925601635820","0.12087912087912088","0.90382756159211384121"
"Vibe On Riverside","Austin","TX","78741","Multifamily","Garden","1998",288,"0.969","1624.87","2616950.22","2425362.83","50300000","30.23594","-97.71855","1339","76292",11890808,10747240,"Texas","0.04821794890656063618","74","1428.4425318633879781","0.13751163505358139560","0.25557646935458501547","0.7857142857142857","0.90382756159211384121"
"Urban Oaks At Conroe","Conroe","TX","77301","Multifamily","Garden","2020",288,"0.91","1339","2278929.92","2426172.83","50330000","30.28892","-95.42603","1339","76292",11890808,10747240,"Texas","0.04820530160937810451","75","1428.4425318633879781","-0.06261542194960489842","0.21061185969695380905","0.5274725274725275","0.90382756159211384121"
"Estelle Creek North","Irving","TX","75038","Multifamily","Garden","1983",224,"0.933","1159","1521466.78","1462122","30500000","32.86281","-97.01402","1339","76292",11890808,10747240,"Texas","0.04793842622950819672","76","1428.4425318633879781","-0.18862679166511730938","0.18229958580191894301","0.3131868131868132","0.90382756159211384121"
"Autumn Ranch On Swenson Farms","Pflugerville","TX","78660","Multifamily","Garden","2007",336,"0.943","1608","3192820.27","3346176.7","70000000","30.44652","-97.63319","1339","76292",11890808,10747240,"Texas","0.04780252428571428571","77","1428.4425318633879781","0.12570156945857753797","0.25292298012897813663","0.7747252747252747","0.90382756159211384121"
"The Place At Saddle Creek","Carrollton","TX","75006","Multifamily","Garden","1981",238,"0.962","1338","1618907.39","1767922.8","37000000","32.96391","-96.84928","1339","76292",11890808,10747240,"Texas","0.04778169729729729730","78","1428.4425318633879781","-0.06331548511469107848","0.21045456928642583757","0.521978021978022","0.90382756159211384121"
"Brighton Place","Lewisville","TX","75067","Multifamily","Garden","1983",180,"0.944","1262","1337570.49","1302946","27300000","33.01609","-96.98633","1339","76292",11890808,10747240,"Texas","0.04772695970695970696","79","1428.4425318633879781","-0.11652028566124076311","0.19850049808630000524","0.4175824175824176","0.90382756159211384121"
"Westgate And Glen Arbor Apartments","Irving","TX","75038","Multifamily","Garden","1978",576,"0.944","1032.15","3934114.58","3992235","83700000","32.86429","-96.99181","1339","76292",11890808,10747240,"Texas","0.04769695340501792115","80","1428.4425318633879781","-0.27742980415629925011","0.16234729722644576102","0.19230769230769232","0.90382756159211384121"
"Preston Villas","Dallas","TX","75252","Multifamily","Garden","1980",176,"0.949","1302.77","1415519.7","1390358","29200000","32.99102","-96.80148","1339","76292",11890808,10747240,"Texas","0.04761500000000000000","81","1428.4425318633879781","-0.08797871042067720202","0.20491322812352540240","0.4835164835164835","0.90382756159211384121"
"Venue At Hometown","North Richland Hills","TX","76180","Multifamily","Garden","2007",209,"0.957","1725","2577246","2466800","52000000","32.85404","-97.19242","1339","76292",11890808,10747240,"Texas","0.04743846153846153846","82","1428.4425318633879781","0.20760895977366060510","0.27132595816075079956","0.8626373626373627","0.90382756159211384121"
"Avenues At Northpointe","Tomball","TX","77377","Multifamily","Garden","2013",280,"0.971","1676","2966679.89","2945575.27","62100000","30.06007","-95.68038","1339","76292",11890808,10747240,"Texas","0.04743277407407407407","83","1428.4425318633879781","0.17330586468443778212","0.26361872804488019714","0.8131868131868132","0.90382756159211384121"
"Northpoint Villas","Fort Worth","TX","76137","Multifamily","Garden","2009",276,"0.931","1589.15","2653425.66","2516244.21","53300000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.04720908461538461538","84","1428.4425318633879781","0.11250537879670304382","0.24995805589052587427","0.7637362637362637","0.90382756159211384121"
"Oak Park","Euless","TX","76039","Multifamily","Garden","1978",608,"0.944","1276.35","5922309.93","4453386.73","94600000","32.8558","-97.0826","1339","76292",11890808,10747240,"Texas","0.04707596966173361522","85","1428.4425318633879781","-0.10647437924225407923","0.20075761547737639595","0.4340659340659341","0.90382756159211384121"
"Springwood At Allen","Allen","TX","75002","Multifamily","Age Restricted","2020",92,"1","1420.49","852333.52","851718.25","18100000","33.10054","-96.64793","1339","76292",11890808,10747240,"Texas","0.04705625690607734807","86","1428.4425318633879781","-0.00556727462673208525","0.22342945525087820479","0.6263736263736264","0.90382756159211384121"
"Stonecreek Ranch","Austin","TX","78744","Multifamily","Garden","2002",198,"0.939","1537","1858069.66","1806778","38600000","30.16678","-97.78303","1339","76292",11890808,10747240,"Texas","0.04680772020725388601","87","1428.4425318633879781","0.07599708473745875365","0.24175536098149216169","0.7197802197802198","0.90382756159211384121"
"Waterford At Summer Park","Rosenberg","TX","77469","Multifamily","Garden","2013",196,"0.929","1354.92","1450429.84","1782701.28","38100000","29.53962","-95.74901","1339","76292",11890808,10747240,"Texas","0.04679005984251968504","88","1428.4425318633879781","-0.05147041636143291185","0.21311592303255911498","0.554945054945055","0.90382756159211384121"
"Steepleway Downs Apartments","Houston","TX","77065","Multifamily","Garden","1983",224,"0.866","911.41","1114437.72","1158191.08","24890000","29.90853","-95.59459","1339","76292",11890808,10747240,"Texas","0.04653238569706709522","89","1428.4425318633879781","-0.36195543070880463067","0.14335605305929848477","0.08791208791208792","0.90382756159211384121"
"Cantera At Towne Lake","Cypress","TX","77433","Multifamily","Garden","2008",366,"0.937","1498","3236738.84","3163451","68100000","29.9173","-95.68863","1339","76292",11890808,10747240,"Texas","0.04645302496328928047","90","1428.4425318633879781","0.04869462129909773127","0.23562103497090127405","0.6813186813186813","0.90382756159211384121"
"Lake Forest","Humble","TX","77346","Multifamily","Garden","2004",240,"0.942","1104.05","1580260.11","1799890.49","39000000","30.00633","-95.14138","1339","76292",11890808,10747240,"Texas","0.04615103820512820513","91","1428.4425318633879781","-0.22709526258660290373","0.17365647774340691029","0.26373626373626374","0.90382756159211384121"
"Fountains At Steeplechase","Plano","TX","75025","Multifamily","Garden","1985",368,"0.9647","1460.53","4323064.78","4136453.57","90300000","33.07065","-96.7097","1339","76292",11890808,10747240,"Texas","0.04580790221483942414","92","1428.4425318633879781","0.02246325450331856439","0.22972736328841818277","0.6593406593406593","0.90382756159211384121"
"Parc At Garland","Garland","TX","75043","Multifamily","Garden","2017",198,"0.919","1445.95","1627802.05","2045552.58","44800000","32.8512","-96.57737","1339","76292",11890808,10747240,"Texas","0.04565965580357142857","93","1428.4425318633879781","0.01225633355636205910","0.22743406910292035862","0.6428571428571429","0.90382756159211384121"
"Skyler (f/k/a Estrada Oaks)","Irving","TX","75061","Multifamily","Garden","1983",248,"0.915","1157","1761869.87","1811388.65","39700000","32.83528","-97.00416","1339","76292",11890808,10747240,"Texas","0.04562691813602015113","94","1428.4425318633879781","-0.19002691799528966951","0.18198500498086300005","0.3076923076923077","0.90382756159211384121"
"The Kennedy At Brooks City Base","San Antonio","TX","78235","Multifamily","Garden","2017",306,"0.967","1393.09634","3833734.84","3521515.09","77800000","29.34344","-98.44861","1339","76292",11890808,10747240,"Texas","0.04526369010282776350","95","1428.4425318633879781","-0.02474456694962677254","0.21912069522361453363","0.5934065934065934","0.90382756159211384121"
"Keystone At Castle Hills","Carrollton","TX","75010","Multifamily","Garden","1987",690,"0.968","1469.76","6999499.37","6650907.84","146970000","33.03673","-96.88382","1339","76292",11890808,10747240,"Texas","0.04525350642988364972","96","1428.4425318633879781","0.02892483751706400635","0.23117915377759135951","0.6648351648351648","0.90382756159211384121"
"Emerson Park","Webster","TX","77598","Multifamily","Garden","2008",354,"0.929","1319","2927022.62","3194400","71100000","29.52238","-95.14142","1339","76292",11890808,10747240,"Texas","0.04492827004219409283","97","1428.4425318633879781","-0.07661668525132849964","0.20746605148639437949","0.489010989010989","0.90382756159211384121"
"Sanctuary At Jacobs Reserve","Conroe","TX","77384","Multifamily","Garden","2017",384,"0.945","1405","3129422.41","2834632.38","63100000","30.23275","-95.50177","1339","76292",11890808,10747240,"Texas","0.04492285863708399366","98","1428.4425318633879781","-0.01641125305391701440","0.22099302679179992660","0.6098901098901099","0.90382756159211384121"
"The Strand Apartments","Kyle","TX","78640","Multifamily","Garden","2015",160,"0.906","1362.22","1415136.02","1328237.77","29600000","30.02827","-97.84699","1339","76292",11890808,10747240,"Texas","0.04487289763513513514","99","1428.4425318633879781","-0.04635995525630379740","0.21426414302941330677","0.5659340659340659","0.90382756159211384121"
"Delray Apartments","Houston","TX","77077","Multifamily","Garden","1983",206,"0.898","1345.04","2132622.38","1643088.66","36700000","29.75019","-95.61855","1339","76292",11890808,10747240,"Texas","0.04477080817438692098","100","1428.4425318633879781","-0.05838704043248437085","0.21156189377654275678","0.5384615384615384","0.90382756159211384121"
"The Linc At Cypress","Houston","TX","77065","Multifamily","Garden","1983",176,"0.92","1169.82","1120404.67","1097832","24580000","29.92811","-95.59672","1339","76292",11890808,10747240,"Texas","0.04466362896663954434","101","1428.4425318633879781","-0.18105210821888484113","0.18400146804383159440","0.3241758241758242","0.90382756159211384121"
"Morgan Manor Apartments","San Antonio","TX","78229","Multifamily","Garden","1963",157,"0.943","993.55","936059.23","795555.13","17900000","29.49926","-98.55615","1339","76292",11890808,10747240,"Texas","0.04444442067039106145","102","1428.4425318633879781","-0.30445224232862580046","0.15627588738006606197","0.14835164835164835","0.90382756159211384121"
"La Mariposa I And II","Houston","TX","77087","Multifamily","Garden","2014",117,"0.966","1231","1269949.87","961585.84","21700000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.04431271152073732719","103","1428.4425318633879781","-0.13822224377891234500","0.19362449535993288942","0.3791208791208791","0.90382756159211384121"
"The Claremont","Arlington","TX","76011","Multifamily","Age Restricted","2002",261,"0.992","987","1628806.87","1616681.62","36500000","32.74285","-97.09719","1339","76292",11890808,10747240,"Texas","0.04429264712328767123","104","1428.4425318633879781","-0.30903765605994027986","0.15524563519110784879","0.13736263736263737","0.90382756159211384121"
"The Villas At Shadow Creek","Pearland","TX","77584","Multifamily","Garden","2005",560,"0.95","1503.14","4725151.59","4541923.58","103000000","29.57415","-95.3924","1339","76292",11890808,10747240,"Texas","0.04409634543689320388","105","1428.4425318633879781","0.05229294596764069678","0.23642950768101504745","0.6868131868131868","0.90382756159211384121"
"The Villages At Louetta Apartments","Spring","TX","77379","Multifamily","Garden","2004",300,"0.923","1258.01","2148724.34","2090753.12","47600000","30.03942","-95.4905","1339","76292",11890808,10747240,"Texas","0.04392338487394957983","106","1428.4425318633879781","-0.11931353768993462155","0.19787290934829339905","0.41208791208791207","0.90382756159211384121"
"Vistas San Marcos","San Marcos","TX","78666","Multifamily","Student","2013",599,"0.995","846.39","2760945.36","3121578","71200000","29.8854","-97.94323","1339","76292",11890808,10747240,"Texas","0.04384238764044943820","107","1428.4425318633879781","-0.40747353770270805823","0.13312903056676977927","0.054945054945054944","0.90382756159211384121"
"Parc At Wylie","Wylie","TX","75098","Multifamily","Garden","2016",198,"0.894","1665.49","1926874.44","2132329.86","48800000","33.01841","-96.55186","1339","76292",11890808,10747240,"Texas","0.04369528401639344262","108","1428.4425318633879781","0.16594820081938202968","0.26196560583023121690","0.8076923076923077","0.90382756159211384121"
"Pearl Point","Rockport","TX","78382","Multifamily","Garden","2019",216,"0.764","1356.68","2264450.57","2020016.71","46400000","28.0124","-97.07204","1339","76292",11890808,10747240,"Texas","0.04353484288793103448","109","1428.4425318633879781","-0.05023830519088123494","0.21339275415508834478","0.5604395604395604","0.90382756159211384121"
"Parkview Place","Georgetown","TX","78626","Multifamily","Garden","1998",176,"0.949","1446","1354643.46","1341292.72","30900000","30.66054","-97.66834","1339","76292",11890808,10747240,"Texas","0.04340753139158576052","110","1428.4425318633879781","0.01229133671461636810","0.22744193362344675720","0.6483516483516484","0.90382756159211384121"
"Arbors Of Euless","Euless","TX","76039","Multifamily","Garden","1983",272,"0.956","1212","2117062.06","1920165.11","44700000","32.85033","-97.07254","1339","76292",11890808,10747240,"Texas","0.04295671387024608501","111","1428.4425318633879781","-0.15152344391554976616","0.19063597755990143134","0.34615384615384615","0.90382756159211384121"
"The Place At Oak Hills","San Antonio","TX","78231","Multifamily","Garden","1980",346,"0.925","1046.95","1715659.12","1778907.88","41800000","29.5452","-98.52966","1339","76292",11890808,10747240,"Texas","0.04255760478468899522","112","1428.4425318633879781","-0.26706886931302378521","0.16467519530225973890","0.2032967032967033","0.90382756159211384121"
"Hollister Place","Houston","TX","77040","Multifamily","Garden","1997",260,"0.931","1216","1824354.08","1595114.17","37490000","29.85857","-95.50509","1339","76292",11890808,10747240,"Texas","0.04254772392638036810","113","1428.4425318633879781","-0.14872319125520504591","0.19126513920201331725","0.3516483516483517","0.90382756159211384121"
"Vista 121","Lewisville","TX","75067","Multifamily","Garden","2006",270,"0.937","1677","3162507.73","2932361.28","69100000","32.99757","-96.9821","1339","76292",11890808,10747240,"Texas","0.04243648740955137482","114","1428.4425318633879781","0.17400592784952396218","0.26377601845540816862","0.8186813186813187","0.90382756159211384121"
"Pleasant Acres MHC","Alvin","TX","77511","Multifamily","Manufactured Housing Community","1965",46,"0.87","450","126724.33","140039.81","3330000","29.42832","-95.23709","1339","76292",11890808,10747240,"Texas","0.04205399699699699700","115","1428.4425318633879781","-0.68497157571121897258","0.07078068473758716510","0.016483516483516484","0.90382756159211384121"
"The Elise","Dallas","TX","75228","Multifamily","Garden","1987",341,"0.941","1061.75","2324245.45","2094506.34","50000000","32.80686","-96.68673","1339","76292",11890808,10747240,"Texas","0.04189012680000000000","116","1428.4425318633879781","-0.25670793446974832031","0.16700309337807371677","0.21978021978021978","0.90382756159211384121"
"Franciscan Of Arlington","Arlington","TX","76015","Multifamily","Garden","2000",418,"0.931","1437","3775037","3558275","85600000","32.69457","-97.11868","1339","76292",11890808,10747240,"Texas","0.04156863317757009346","117","1428.4425318633879781","0.00599076822884074755","0.22602631992869501389","0.6373626373626373","0.90382756159211384121"
"Evoke","Plano","TX","75093","Multifamily","Mid Rise","2018",459,"0.948","1745.66","5216176.7","5162173.91","124200000","33.01501","-96.79554","1339","76292",11890808,10747240,"Texas","0.04156339702093397746","118","1428.4425318633879781","0.22207226476434108516","0.27457557804225869030","0.8791208791208791","0.90382756159211384121"
"U Centre At Fry Street","Denton","TX","76201","Multifamily","Student","2011",612,"0.998","895.77","2536352.07","3292608","79410000","33.21559","-97.14562","1339","76292",11890808,10747240,"Texas","0.04146339251983377408","119","1428.4425318633879781","-0.37290441861075248682","0.14089603103864101085","0.07692307692307693","0.90382756159211384121"
"The Atlantic Mansfield","Mansfield","TX","76063","Multifamily","Garden","2002",256,"0.922","1545","2470585.34","2354391","56800000","32.60338","-97.10772","1339","76292",11890808,10747240,"Texas","0.04145054577464788732","120","1428.4425318633879781","0.08159759005814819413","0.24301368426571593352","0.7362637362637363","0.90382756159211384121"
"Greenvue","Richardson","TX","75081","Multifamily","Garden","2014",408,"0.956","1543","3426055.55","3747742","90500000","32.96664","-96.72039","1339","76292",11890808,10747240,"Texas","0.04141151381215469613","121","1428.4425318633879781","0.08019746372797583401","0.24269910344465999056","0.7307692307692307","0.90382756159211384121"
"U Pointe On Speight","Waco","TX","76706","Multifamily","Student","2017",700,"0.901","777.72","2326132.44","2642416","63900000","31.5402","-97.12416","1339","76292",11890808,10747240,"Texas","0.04135236306729264476","122","1428.4425318633879781","-0.45554687524917604301","0.12232789807581397787","0.038461538461538464","0.90382756159211384121"
"The Hendry Apartment Homes","Garland","TX","75044","Multifamily","Garden","2018",399,"0.95","1795.5","6773284.6","5116827.82","124100000","32.97883","-96.65635","1339","76292",11890808,10747240,"Texas","0.04123148928283642224","123","1428.4425318633879781","0.25696341291223629940","0.28241493210297278876","0.9120879120879121","0.90382756159211384121"
"South Point Apartments","Austin","TX","78753","Multifamily","Garden","1985",91,"0.967","1237.16","771554","684386","16600000","30.35414","-97.68582","1339","76292",11890808,10747240,"Texas","0.04122807228915662651","124","1428.4425318633879781","-0.13390985468198147582","0.19459340428878519373","0.3901098901098901","0.90382756159211384121"
"Flats At River North","San Antonio","TX","78215","Multifamily","Mid Rise","2020",283,"0.905","1739.99","3880688.74","3868807.22","94100000","29.43314","-98.48033","1339","76292",11890808,10747240,"Texas","0.04111378554729011690","125","1428.4425318633879781","0.21810290661830244421","0.27368374141456509201","0.8681318681318682","0.90382756159211384121"
"Fairlake Cove","Huffman","TX","77336","Multifamily","Garden","2007",200,"0.945","990.35","572761.2","849290.57","20740000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.04094940067502410800","126","1428.4425318633879781","-0.30669244445690157666","0.15577255806637655324","0.14285714285714285","0.90382756159211384121"
"Lakeside Lofts","Farmers Branch","TX","75234","Multifamily","Garden","2018",494,"0.929","1751.7","4959613.72","5691440.29","139900000","32.90207","-96.92367","1339","76292",11890808,10747240,"Texas","0.04068220364546104360","127","1428.4425318633879781","0.22630064628146161273","0.27552561212184763802","0.8901098901098901","0.90382756159211384121"
"Union","Waco","TX","76706","Multifamily","Student","2006",120,"0.9","897","334327.92","406449.67","10000000","31.53735","-97.12558","1339","76292",11890808,10747240,"Texas","0.04064496700000000000","128","1428.4425318633879781","-0.37204334091769648535","0.14108949824359041577","0.08241758241758242","0.90382756159211384121"
"City View At The Park","Austin","TX","78741","Multifamily","Age Restricted","2007",70,"0.957","1084.76","431009.78","419284","10400000","30.21795","-97.74372","1339","76292",11890808,10747240,"Texas","0.04031576923076923077","129","1428.4425318633879781","-0.24059948104111531711","0.17062234572432234048","0.23626373626373626","0.90382756159211384121"
"Woodforest Chase","Houston","TX","77013","Multifamily","Garden","1998",204,"0.966","1233","1488485.39","1035605","25700000","29.78758","-95.21463","1339","76292",11890808,10747240,"Texas","0.04029591439688715953","130","1428.4425318633879781","-0.13682211744873998488","0.19393907618098883238","0.38461538461538464","0.90382756159211384121"
"Opal Legacy Central","Plano","TX","75023","Multifamily","Mid Rise","2021",310,"0.932","1720.89","4114407.25","4049672.4","100800000","33.06168","-96.69248","1339","76292",11890808,10747240,"Texas","0.04017532142857142857","131","1428.4425318633879781","0.20473170016515640505","0.27067949457348083678","0.8571428571428571","0.90382756159211384121"
"The Gables","McKinney","TX","75069","Multifamily","Garden","1986",220,"0.968","1295","1897029.03","1631031.86","40800000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.03997627107843137255","132","1428.4425318633879781","-0.09341820121339682110","0.20369108163372306402","0.46703296703296704","0.90382756159211384121"
"Broadstone Briar Forest","Houston","TX","77077","Multifamily","Garden","1983",342,"0.906","1100.69","3229971","2345326.85","58700000","29.74292","-95.617","1339","76292",11890808,10747240,"Texas","0.03995446081771720613","133","1428.4425318633879781","-0.22944747482129246874","0.17312798196403292613","0.25824175824175827","0.90382756159211384121"
"Oak Forest","Lewisville","TX","75067","Multifamily","Garden","1994",696,"0.954","1320","8581650","6300485","157700000","33.02386","-96.99273","1339","76292",11890808,10747240,"Texas","0.03995234622701331642","134","1428.4425318633879781","-0.07591662208624231957","0.20762334189692235097","0.5","0.90382756159211384121"
"Park At Northgate","Spring","TX","77373","Multifamily","Garden","2002",248,"0.944","1187","1386533.57","1696313","43000000","30.10516","-95.42773","1339","76292",11890808,10747240,"Texas","0.03944913953488372093","135","1428.4425318633879781","-0.16902502304270426768","0.18670371729670214439","0.33516483516483514","0.90382756159211384121"
"Windsor Cypress","Cypress","TX","77429","Multifamily","Garden","2003",208,"0.962","1227.94","2275448.04","1639791.06","41600000","29.95083","-95.62964","1339","76292",11890808,10747240,"Texas","0.03941805432692307692","136","1428.4425318633879781","-0.14036443706407605598","0.19314318670371729670","0.36813186813186816","0.90382756159211384121"
"Sonterra At Buckingham","Richardson","TX","75081","Multifamily","Garden","1995",312,"0.9423","1319.849","2370305.83","2373216","60300000","32.93483","-96.72537","1339","76292",11890808,10747240,"Texas","0.03935681592039800995","137","1428.4425318633879781","-0.07602233162417033276","0.20759959104493262727","0.4945054945054945","0.90382756159211384121"
"Arbors Of Wells Branch","Austin","TX","78728","Multifamily","Garden","1986",212,"0.939","1224","1496112.18","1344983.1","34300000","30.43496","-97.67659","1339","76292",11890808,10747240,"Texas","0.03921233527696793003","138","1428.4425318633879781","-0.14312268593451560542","0.19252346248623708908","0.35714285714285715","0.90382756159211384121"
"Dominion Post Oak","Houston","TX","77056","Multifamily","High Rise","2004",230,"0.922","2300","2676757.09","2278141","58100000","29.74369","-95.46415","1339","76292",11890808,10747240,"Texas","0.03921068846815834768","139","1428.4425318633879781","0.61014527969821414013","0.36176794421433439941","0.9560439560439561","0.90382756159211384121"
"Mountain Creek Apartments & Highland Hills Apartments","Dallas","TX","75241","Multifamily","Garden","1971",392,"0.809","1061.52","1713415.17","1668739.36","42700000",NULL,NULL,"1339","76292",11890808,10747240,"Texas","0.03908054707259953162","140","1428.4425318633879781","-0.25686894899771814172","0.16696691658365228333","0.21428571428571427","0.90382756159211384121"
